index,published,keyword,domain,language,valid,title,description,url,image,archive,content,quote,de,en,la,added
63567f972a5f6e58bbfaef477a80b175,2026-02-01T18:00:42Z,+fog light,www.dezeen.com,en,0.7,Seven highlights from FOG Design + Art and SF Art Week 2026,"A wooden table sprouting organically shaped tendrils, a furry-framed mirror and a ceramic swing set were among Dezeen's favourite designs during the third official San Francisco Art Week this month. SF Art Week ran from 17 to 25 January 2026 and was anchored …",https://www.dezeen.com/2026/02/01/highlights-fog-design-art-2026-san-francisco/,https://static.dezeen.com/uploads/2026/01/julian-watts_fog-design-art_dezeen_hero.jpg,http://web.archive.org/web/20260201222056/https://www.dezeen.com/2026/02/01/highlights-fog-design-art-2026-san-francisco/,"A wooden table sprouting organically shaped tendrils, a furry-framed mirror and a ceramic swing set were among Dezeen's favourite designs during the third official San Francisco Art Week this month.… [+4846 chars]",,"Sieben Highlights von FOG Design + Art und der SF Art Week 2026. Ein Holztisch mit organisch geformten Ranken, ein Spiegel mit Pelzrahmen und eine Schaukel aus Keramik gehörten zu Dezeens Lieblingsentwürfen während der dritten offiziellen San Francisco Art Week in diesem Monat. Die SF Art Week fand vom 17. bis 25. Januar 2026 statt und war verankert …","Seven highlights from FOG Design + Art and SF Art Week 2026. A wooden table sprouting organically shaped tendrils, a furry-framed mirror and a ceramic swing set were among Dezeen's favourite designs during the third official San Francisco Art Week this month. SF Art Week ran from 17 to 25 January 2026 and was anchored …","Septem elucidat ex FOG Design + Art et SF Art Hebdomadae 2026. Mensa lignea pullulans claviculis organice conformatis, speculum furyri-fingens et adductius ceramicum inter Dezeen gratissimas designationes officialis San Francisco Art Hebdomadae tertio huius mensis. SF Art Hebdomadae a die 17 ad 25 Ianuarii 2026 cucurrit et in ancoris constitit ...",2026-02-03 05:45:51+00:00
04a8e21e5b01b9116ae6c33b3d412703,2026-02-01T03:31:10Z,+fog light,economictimes.indiatimes.com,en,0.8,Delhi air stays 'Very Poor'; IMD issues yellow alert for thunderstorms,Delhi's air quality is in the 'very poor' category today. Isolated thunderstorms with lightning and gusty winds are expected. Many airports across North and Central India experienced fog. Other major Indian cities show varied air quality. Delhi's AQI was 318 …,https://economictimes.indiatimes.com/news/india/delhi-air-stays-very-poor-imd-issues-yellow-alert-for-thunderstorms/articleshow/127831779.cms,"https://img.etimg.com/thumb/msid-127831808,width-1200,height-630,imgsize-44660,overlay-economictimes/articleshow.jpg",http://web.archive.org/web/20260201060912/https://economictimes.indiatimes.com/news/india/delhi-air-stays-very-poor-imd-issues-yellow-alert-for-thunderstorms/articleshow/127831779.cms,"New Delhi: The air quality in the national capital remained in the 'very poor category' on Sunday morning, with the overall Air Quality Index (AQI) recorded at 318 around 8 am, according to the Centr… [+3344 chars]",,Flug in Delhi bleibt „sehr schlecht“; IMD gibt Gelbwarnung für Gewitter aus. Die Luftqualität in Delhi liegt heute in der Kategorie „sehr schlecht“. Es sind vereinzelte Gewitter mit Blitzen und böigem Wind zu erwarten. Auf vielen Flughäfen in Nord- und Zentralindien herrschte Nebel. Andere große indische Städte weisen eine unterschiedliche Luftqualität auf. Delhis AQI betrug 318 …,Delhi air stays 'Very Poor'; IMD issues yellow alert for thunderstorms. Delhi's air quality is in the 'very poor' category today. Isolated thunderstorms with lightning and gusty winds are expected. Many airports across North and Central India experienced fog. Other major Indian cities show varied air quality. Delhi's AQI was 318 …,Delhi aer manet 'Puerrimus'; IMD exit in fulvum alacer tonitribus. Delhi aeris qualitas in categoria pauperrima hodie est. Procellae solitariae a fulminibus et procellosis ventis exspectantur. Multae nisl trans septentrionem et Indiam Centralis nebulam experti sunt. Aliae Indicae maiores civitates variam aeris qualitatem ostendunt. Delhi AQI erat 318 ...,2026-02-03 15:43:44+00:00
72a504092b71835efd7cda213f51bb3f,2026-02-01T13:04:01Z,+fog slow down,fstoppers.com,en,0.2,"Rain, Fog, Snow: 12 Photos That Prove the Plan Is Optional","You can spend a whole year chasing the next trip and still miss what actually moved your work forward. This recap is built around that tension: the gear and locations change, but the real lesson is how you respond when the day refuses to match the plan. Comin…",https://fstoppers.com/education/rain-fog-snow-12-photos-prove-plan-optional-722624,https://cdn.fstoppers.com/styles/large-16-9/s3/lead/2026/01/img-12-photography-lessons-from-2025-6-1-screenshot.png,,"You can spend a whole year chasing the next trip and still miss what actually moved your work forward. This recap is built around that tension: the gear and locations change, but the real lesson is h… [+3316 chars]",,"Regen, Nebel, Schnee: 12 Fotos, die beweisen, dass der Plan optional ist. Sie können ein ganzes Jahr damit verbringen, der nächsten Reise hinterherzujagen und trotzdem verpassen, was Ihre Arbeit tatsächlich vorangebracht hat. Diese Zusammenfassung basiert auf dieser Spannung: Die Ausrüstung und die Orte ändern sich, aber die eigentliche Lektion ist, wie man reagiert, wenn der Tag nicht mit dem Plan übereinstimmt. Kommt…","Rain, Fog, Snow: 12 Photos That Prove the Plan Is Optional. You can spend a whole year chasing the next trip and still miss what actually moved your work forward. This recap is built around that tension: the gear and locations change, but the real lesson is how you respond when the day refuses to match the plan. Comin…","Pluvia, Caligo, Nix: 12 Imagines Quae Probant Consilium libitum est. Totum annum expendere potes proximo itinere persequente et adhuc fallunt quod actu opus tuum deinceps movit. Haec metatio circa illam intentionem aedificatur: apparatus et locus mutatio, sed vera lectio est quomodo respondeas cum dies consilium congruit. Comin…",2026-02-04 01:24:46+00:00
9ca30e067c5c2d6d08433bab3430f335,2026-02-01T22:44:25Z,+fog light,bringatrailer.com,en,0.8,1986 Porsche 944 Turbo,"This 1986 Porsche 944 Turbo is finished in Guards Red over Light gray partial leather and is powered by a turbocharged 2.5-liter inline-four paired with a five-speed manual transaxle. It features pop-up headlights, fog lights, a rear spoiler, a front strut br…",https://bringatrailer.com/listing/1986-porsche-944-turbo-367/,https://bringatrailer.com/wp-content/uploads/2026/01/1986_porsche_944-turbo_img_8407-96335.jpeg,,This 1986 Porsche 944 Turbo is finished in Guards Red over Light gray partial leather and is powered by a turbocharged 2.5-liter inline-four paired with a five-speed manual transaxle. It features pop… [+4100 chars],,"1986 Porsche 944 Turbo. Dieser Porsche 944 Turbo von 1986 ist in Guards Red über hellgrauem Teilleder gehalten und wird von einem 2,5-Liter-Reihenvierzylinder mit Turbolader und einem Fünfgang-Schaltgetriebe angetrieben. Es verfügt über Klappscheinwerfer, Nebelscheinwerfer, einen Heckspoiler, eine vordere Strebe …","1986 Porsche 944 Turbo. This 1986 Porsche 944 Turbo is finished in Guards Red over Light gray partial leather and is powered by a turbocharged 2.5-liter inline-four paired with a five-speed manual transaxle. It features pop-up headlights, fog lights, a rear spoiler, a front strut br…","1986 ruerat 944 Turbo. Hoc 1986 Porsche 944 Turbo in Custodes Rubri super Levis corium griseum partiale conpletum est et a turbocharged 2.5-liter inline-quattuor paribus cum transaxlo manuali quinque velocitate conficitur. Is features pop-up headlights, nebula luminaria, a tergo vastator, a fronte strut br…",2026-02-05 10:35:35+00:00
7138454c511e1a8b1ff7871981659ca7,2026-02-02T07:07:13Z,+fog alert,indianexpress.com,en,0.8,Delhi wakes up to cleaner air after overnight drizzle. Here’s the week’s forecast,"Earlier in the day, dense fog shrouded several regions of NCR; IMD issues yellow alert",https://indianexpress.com/article/cities/delhi/delhi-wakes-up-to-cleaner-air-after-overnight-drizzle-heres-the-weeks-forecast-10508846/,https://images.indianexpress.com/2026/02/Photo-2026-02-02T123432.448.jpg,http://web.archive.org/web/20260203132052/https://indianexpress.com/article/cities/delhi/delhi-wakes-up-to-cleaner-air-after-overnight-drizzle-heres-the-weeks-forecast-10508846/,"Light rain in several parts of NCR and calm winds overnight triggered dense fog across Delhi on Monday, prompting the India Meteorological Department (IMD) to first issue a red alert in the wee hours… [+2699 chars]",,Nach dem Nieselregen in der Nacht erwacht Delhi mit saubererer Luft. Hier ist die Prognose für die Woche. Früher am Tag hüllte dichter Nebel mehrere Regionen von NCR ein; IMD gibt gelbe Warnung aus,"Delhi wakes up to cleaner air after overnight drizzle. Here’s the week’s forecast. Earlier in the day, dense fog shrouded several regions of NCR; IMD issues yellow alert",Delhi evigilat ad mundiorem aerem post pernoctare Proin. Hebdomada hic provisio est. Maturiore die densa nebula Nubibus pluribus regionibus NCR; IMD exit luteum erecti,2026-02-06 01:26:04+00:00
062abedee32bc1cc0546312646fe089f,2026-02-04T03:36:58Z,+fog warning system,www.thehindubusinessline.com,en,0.3,"Thick fog engulfs Delhi-NCR as air quality turns 'very poor', AQI stands at 312","Some parts of the city fared better. Narela recorded an AQI of 252, and Aya Nagar measured 252, placing it in the 'poor' category",https://www.thehindubusinessline.com/news/national/thick-fog-engulfs-delhi-ncr-as-air-quality-turns-very-poor-aqi-stands-at-312/article70590124.ece,https://bl-i.thgim.com/public/incoming/b67ryj/article70590160.ece/alternates/LANDSCAPE_1200/WEATHER%20STANDALONE%20DELHI%202026_03_01_2.jpg,http://web.archive.org/web/20260204065409/https://www.thehindubusinessline.com/news/national/thick-fog-engulfs-delhi-ncr-as-air-quality-turns-very-poor-aqi-stands-at-312/article70590124.ece,"The national capital woke up to dense fog on Wednesday morning and witnessed a significant deterioration in its air quality. The overall Air Quality Index (AQI) was 312 at approximately 7 am, placing… [+2046 chars]",,"Dichter Nebel hüllt Delhi-NCR ein, da die Luftqualität „sehr schlecht“ wird, AQI liegt bei 312. Einige Teile der Stadt schnitten besser ab. Narela verzeichnete einen AQI von 252 und Aya Nagar maß 252, womit es in die Kategorie „schlecht“ eingestuft wurde","Thick fog engulfs Delhi-NCR as air quality turns 'very poor', AQI stands at 312. Some parts of the city fared better. Narela recorded an AQI of 252, and Aya Nagar measured 252, placing it in the 'poor' category","Caligo densissima Delhi-NCR absorbet ut qualitatem aeris vertit 'pauperrimam', AQI stat ad 312. Pars urbis melius fuit. Narela memoratur AQI de 252, et Aya Nagar metiri 252, eam in categoria pauperum collocans",2026-02-06 20:27:43+00:00
ba9bd7cd185f9bf30d143adcc324430a,2026-02-03T02:36:10Z,+fog weather,english.khabarhub.com,en,0.7,"Fog in Terai, light snowfall likely in high hills","KATHMANDU: The Weather Forecasting Division of the Department of Hydrology and Meteorology has reported that a westerly low-pressure system is currently influencing the country’s weather, resulting in partly cloudy conditions across Nepal. Fog and mist are li…",https://english.khabarhub.com/2026/03/533616/,https://english.khabarhub.com/wp-content/uploads/2025/01/weather-Sitlahar.jpg,,"KATHMANDU: The Weather Forecasting Division of the Department of Hydrology and Meteorology has reported that a westerly low-pressure system is currently influencing the countrys weather, resulting in… [+716 chars]",,"Nebel in Terai, leichter Schneefall in hohen Hügeln wahrscheinlich. KATHMANDU: Die Wettervorhersageabteilung der Abteilung für Hydrologie und Meteorologie hat berichtet, dass ein westliches Tiefdruckgebiet derzeit das Wetter des Landes beeinflusst, was zu teilweise bewölkten Bedingungen in ganz Nepal führt. Nebel und Dunst sind li…","Fog in Terai, light snowfall likely in high hills. KATHMANDU: The Weather Forecasting Division of the Department of Hydrology and Meteorology has reported that a westerly low-pressure system is currently influencing the country’s weather, resulting in partly cloudy conditions across Nepal. Fog and mist are li…","Nebula Terai, levis nix in collibus altis. KATHMANDU: Tempestas Weathering Division of Department of Hydrologiae et Meteorologiae nuntiavit systema occidentale low-pressure nunc influentia tempestatis patriae, inde per nubilum condiciones trans Nepal. Caligo et caligo sunt li…",2026-02-06 20:27:43+00:00
b02b3b027d434ea7394eb739f780be07,2026-02-05T03:15:57Z,+fog weather,english.khabarhub.com,en,0.7,Fog and mist to prevail in much of Terai today,"KATHMANDU: Fog and mist are likely to prevail in many parts of the Terai region today, while the weather will remain mainly fair in the hilly and mountainous regions, according to the Weather Forecasting Division. The Division said mist will continue to occur…",https://english.khabarhub.com/2026/05/533874/,https://english.khabarhub.com/wp-content/uploads/2025/01/weather-husu.jpg,,"KATHMANDU: Fog and mist are likely to prevail in many parts of the Terai region today, while the weather will remain mainly fair in the hilly and mountainous regions, according to the Weather Forecas… [+335 chars]",,"Heute herrschen in weiten Teilen von Terai Nebel und Dunst vor. KATHMANDU: Nach Angaben der Wettervorhersageabteilung dürften heute in vielen Teilen der Terai-Region Nebel und Dunst vorherrschen, während das Wetter in den Hügel- und Bergregionen überwiegend angenehm bleiben wird. Die Abteilung sagte, es werde weiterhin Nebel geben …","Fog and mist to prevail in much of Terai today. KATHMANDU: Fog and mist are likely to prevail in many parts of the Terai region today, while the weather will remain mainly fair in the hilly and mountainous regions, according to the Weather Forecasting Division. The Division said mist will continue to occur…","Caligo et caligo in multa Terai hodie praevalent. KATHMANDU: Caligo et caligo in multis partibus regionis Terai hodie praevalere verisimile est, cum tempestas maxime pulchra manebit in regionibus montanis et montanis, secundum Tempestatem Division. Division dixit caligo evenire pergit…",2026-02-06 20:27:43+00:00
13b16df95f628d94a30ae8fe049cf6eb,2026-02-03T01:59:20Z,+fog alert,economictimes.indiatimes.com,en,0.8,"Delhi, Noida, Gurugram weather update: Will it rain in Delhi-NCR today? IMD issues yellow alert as winter tightens grip; check full forecast","Delhi weather forecast: The India Meteorological Department (IMD) has issued a yellow alert for cold in Delhi today warning of shallow to moderate fog in parts of the national capital. As per the IMD's prediction, there is no forecast of rain today. Noida is …",https://economictimes.indiatimes.com/news/new-updates/delhi-noida-gurugram-weather-update-will-it-rain-in-delhi-ncr-today-imd-issues-yellow-alert-as-winter-tightens-grip-check-full-forecast/articleshow/127874111.cms,"https://img.etimg.com/thumb/msid-127874137,width-1200,height-630,imgsize-41558,overlay-economictimes/articleshow.jpg",http://web.archive.org/web/20260204080427/https://economictimes.indiatimes.com/news/new-updates/delhi-noida-gurugram-weather-update-will-it-rain-in-delhi-ncr-today-imd-issues-yellow-alert-as-winter-tightens-grip-check-full-forecast/articleshow/127874111.cms,"After Delhi logged its coldest February day in four years on Monday, the India Meteorological Department (IMD) has issued a yellow weather alert for Tuesday for dense fog in parts of the capital. The… [+3806 chars]",,"Wetter-Update für Delhi, Noida, Gurugram: Wird es heute in Delhi-NCR regnen? IMD gibt Alarmstufe Gelb aus, da der Winter die Kontrolle verschärft; Überprüfen Sie die vollständige Prognose. Wettervorhersage für Delhi: Das India Meteorological Department (IMD) hat heute in Delhi einen gelben Kältealarm herausgegeben und warnt vor flachem bis mäßigem Nebel in Teilen der Landeshauptstadt. Laut IMD-Prognose ist für heute kein Regen vorhergesagt. Noida ist …","Delhi, Noida, Gurugram weather update: Will it rain in Delhi-NCR today? IMD issues yellow alert as winter tightens grip; check full forecast. Delhi weather forecast: The India Meteorological Department (IMD) has issued a yellow alert for cold in Delhi today warning of shallow to moderate fog in parts of the national capital. As per the IMD's prediction, there is no forecast of rain today. Noida is …","Delhi, Noida, Gurugram tempestas renovatio: Num hodie in Delhi-NCR pluet? iMd exit flavus alacer, ut bruma constringit; plena prospicere reprehendo. Providemus tempestatum Delhi: In India Meteorologicum Department (IMD) flavum intentum frigus in Delhi denuntiavit hodie monitum vadum ad nebulam moderandam in partibus capitis nationalis. Sicut per praedictionem IMD, nulla est hodie pluviae praesagium. Noida est ...",2026-02-06 20:27:43+00:00
f9f921fc6b3e41fb4a6d645c1d1fbde6,2026-02-04T01:45:49Z,+fog weather,english.khabarhub.com,en,0.8,"Western low-pressure system brings clouds, fog and snowfall","KATHMANDU: The country is currently under the influence of a western low-pressure system. As a result, weather conditions are generally cloudy in Bagmati and Gandaki provinces, as well as in other hilly and mountainous regions, while the rest of the country r…",https://english.khabarhub.com/2026/04/533735/,https://english.khabarhub.com/wp-content/uploads/2025/01/weather-husu.jpg,,"KATHMANDU: The country is currently under the influence of a western low-pressure system. As a result, weather conditions are generally cloudy in Bagmati and Gandaki provinces, as well as in other hi… [+1104 chars]",,"Westliches Tiefdruckgebiet bringt Wolken, Nebel und Schneefall. KATHMANDU: Das Land steht derzeit unter dem Einfluss eines westlichen Tiefdrucksystems. Infolgedessen sind die Wetterbedingungen in den Provinzen Bagmati und Gandaki sowie in anderen Hügel- und Bergregionen im Allgemeinen bewölkt, während der Rest des Landes …","Western low-pressure system brings clouds, fog and snowfall. KATHMANDU: The country is currently under the influence of a western low-pressure system. As a result, weather conditions are generally cloudy in Bagmati and Gandaki provinces, as well as in other hilly and mountainous regions, while the rest of the country r…","Ratio Occidentis humilis-pressionis nubes, nebulas et nix producit. KATHMANDU: Patria nunc sub influxu systematis humilis-pressionis occidentalis est. Quam ob rem condiciones tempestatum plerumque sunt turbidae in provinciis Bagmati et Gandaki, tum in aliis regionibus montanis et montanis, cum ceterae patriae r…",2026-02-06 20:27:43+00:00
